Iteration,Layer,Index,Bit
34340,features[8],48215,4
34341,classifier[0],1158757,2
34342,classifier[0],139199,1
34343,features[11],561921,4
34344,classifier[6],38119,3
34345,classifier[6],29529,0
34346,features[11],221354,4
34347,classifier[3],9914165,3
34348,features[8],29421,4
34349,classifier[0],1746639,2
34350,features[25],356279,1
34351,features[11],220941,4
34352,features[18],1948326,3
34353,features[22],1475361,1
34354,features[11],548649,0
34355,features[11],453055,2
34356,features[0],1183,1
34357,features[0],933,3
34358,features[0],984,3
34359,features[8],97211,1
34360,features[8],217931,0
34361,classifier[0],1504430,0
34362,features[11],403104,4
34363,features[22],217443,2
34364,features[25],1257700,2
34365,features[18],2077945,1
34366,features[4],35642,3
34367,classifier[6],11044,1
34368,features[22],1572359,3
34369,features[0],446,1
34370,features[15],534480,1
34371,classifier[0],1981608,1
34372,classifier[6],11980,4
34373,features[0],815,0
34374,features[11],582645,2
34375,classifier[0],1101207,1
34376,features[25],382263,0
34377,features[25],853960,3
34378,features[8],189188,3
34379,features[25],716378,1
34380,features[18],1762844,2
34381,features[0],593,1
34382,features[25],1281335,3
34383,classifier[3],9147859,4
34384,features[8],134802,0
34385,features[8],56709,2
34386,classifier[0],1786155,4
34387,features[4],29621,1
34388,features[0],119,0
34389,features[18],1957172,1
34390,features[0],949,4
34391,classifier[0],259588,2
34392,classifier[3],2170006,0
34393,features[22],1998618,3
34394,classifier[6],25819,1
34395,classifier[3],4933805,0
34396,features[4],4729,0
34397,features[18],2344538,0
34398,classifier[3],11166090,4
34399,classifier[6],38139,3
34400,features[15],943550,0
34401,features[22],1544263,4
34402,classifier[3],2446737,0
34403,features[8],161654,4
34404,classifier[0],1617677,2
34405,features[0],139,3
34406,features[0],841,1
34407,features[15],249707,3
34408,features[11],280889,4
34409,features[22],567981,3
34410,features[22],150805,3
34411,classifier[0],57091,3
34412,features[22],1110023,3
34413,features[22],1170371,3
34414,features[4],41052,0
34415,classifier[6],5,0
34416,classifier[6],38881,1
34417,features[15],168574,2
34418,features[0],1379,1
34419,features[15],825531,1
34420,classifier[0],19490,1
34421,classifier[6],7507,1
34422,features[4],9515,3
34423,features[4],3030,3
34424,features[4],69402,1
34425,features[18],352196,1
34426,classifier[0],1980195,1
34427,features[15],750190,1
34428,features[11],300379,1
34429,classifier[3],14348688,0
34430,features[0],231,3
34431,features[8],113471,0
34432,features[0],1212,1
34433,features[8],77538,3
34434,features[4],57082,2
34435,classifier[6],36393,0
34436,features[22],832348,1
34437,features[25],2130474,4
34438,features[25],778268,0
34439,classifier[3],15768672,2
34440,classifier[3],14753454,0
34441,features[25],884433,0
34442,features[4],6156,3
34443,features[25],1598065,1
34444,classifier[0],1406542,4
34445,features[15],590095,1
34446,features[18],651583,3
34447,classifier[6],23954,4
34448,features[8],250934,4
34449,features[4],24128,3
34450,features[25],1783644,4
34451,features[4],38847,2
34452,classifier[3],11045830,0
34453,features[11],139693,1
34454,features[18],1969679,2
34455,features[8],184884,1
34456,features[15],980837,4
34457,classifier[3],16498898,1
34458,features[11],326041,1
34459,features[18],59031,0
34460,features[11],325636,4
34461,features[8],89674,4
34462,features[0],1604,3
34463,features[8],192952,2
34464,features[11],447475,2
34465,features[11],154440,3
34466,features[22],683833,2
34467,features[11],365630,2
34468,features[0],1653,1
34469,classifier[6],29160,1
34470,features[0],370,0
34471,classifier[6],17847,1
34472,features[22],1996490,4
34473,features[22],1977577,1
34474,features[0],902,1
34475,classifier[3],14133089,2
34476,features[8],59902,2
34477,features[15],724293,4
34478,features[15],138263,3
34479,features[18],1366444,1
34480,classifier[6],18770,2
34481,features[15],317702,1
34482,features[25],1716407,0
34483,classifier[0],356518,3
34484,features[0],385,1
34485,features[11],346851,3
34486,features[15],1096593,1
34487,classifier[3],15709532,0
34488,features[15],246023,1
34489,classifier[3],5067969,3
34490,features[4],343,2
34491,classifier[3],11046709,3
34492,features[11],54409,0
34493,classifier[6],34321,3
34494,features[8],146123,0
34495,features[22],2251586,2
34496,features[0],1619,2
34497,features[22],888709,3
34498,classifier[0],879519,3
34499,features[11],520564,2
34500,classifier[6],19954,2
34501,classifier[0],300244,3
34502,features[4],55310,2
34503,classifier[6],38572,1
34504,features[8],212536,3
34505,classifier[6],16619,2
34506,features[8],198153,2
34507,features[25],116393,2
34508,features[25],1747509,0
34509,classifier[6],16509,1
34510,classifier[6],18693,3
34511,features[4],34793,2
34512,features[11],581205,4
34513,features[4],55034,3
34514,features[0],1334,0
34515,features[22],563028,4
34516,features[15],1133646,0
34517,features[4],68536,0
34518,features[18],1895477,0
34519,features[25],212683,1
34520,features[25],1323200,1
34521,features[11],254426,0
34522,features[22],428927,3
34523,features[15],361431,1
34524,classifier[6],37634,1
34525,features[18],2273752,1
34526,features[22],251709,1
34527,features[4],9544,2
34528,features[4],18910,2
34529,features[8],13229,1
34530,features[8],127452,0
34531,features[25],2001866,3
34532,features[22],2302051,0
34533,features[8],262396,0
34534,features[25],735159,2
34535,classifier[0],569792,1
34536,features[18],2207739,4
34537,classifier[0],383860,3
34538,features[0],932,4
34539,features[22],313290,1
34540,features[22],460681,0
34541,features[25],1939204,3
34542,features[22],1947602,3
34543,features[4],32040,1
34544,features[4],44014,0
34545,features[18],1766550,1
34546,classifier[3],6380671,0
34547,features[11],331069,1
34548,classifier[0],474009,3
34549,classifier[3],10327884,3
34550,classifier[6],28357,2
34551,features[0],736,3
34552,features[18],1929232,1
34553,classifier[0],1087691,1
34554,features[18],1796910,4
34555,features[25],377723,1
34556,classifier[6],1203,4
34557,features[18],1876396,3
34558,features[22],2201129,0
34559,features[15],1028375,4
34560,classifier[3],2868780,1
34561,features[8],280145,2
34562,classifier[6],16974,4
34563,features[15],308752,4
34564,features[25],387567,0
34565,classifier[6],25500,2
34566,features[0],1162,0
34567,features[0],1444,2
34568,features[22],1502355,0
34569,features[15],845832,3
34570,classifier[0],1318508,0
34571,features[4],17078,1
34572,features[18],1244318,1
34573,features[18],749221,1
34574,features[15],137886,1
34575,features[0],740,0
34576,classifier[0],281278,0
34577,features[22],2273877,2
34578,classifier[3],5726283,4
34579,features[8],108667,2
34580,classifier[6],29619,3
34581,classifier[0],1384740,4
34582,classifier[6],15768,3
34583,classifier[6],23381,2
34584,features[18],11898,0
34585,features[15],817677,0
34586,features[0],1693,0
34587,features[22],314505,2
34588,features[8],35177,3
34589,features[15],678783,1
34590,features[15],432054,0
34591,classifier[3],6740398,0
34592,features[0],339,1
34593,features[8],64905,4
34594,features[11],577526,0
34595,features[15],397383,3
34596,features[18],780914,0
34597,classifier[6],16820,0
34598,classifier[6],7665,2
34599,features[11],167745,2
34600,classifier[6],8317,4
34601,features[22],2268707,2
34602,features[18],1728875,3
34603,features[25],322534,2
34604,classifier[0],1366128,3
34605,features[15],1155557,2
34606,features[15],680328,0
34607,features[4],46288,0
34608,classifier[3],11560960,0
34609,classifier[6],37824,2
34610,features[15],762759,1
34611,classifier[3],386836,3
34612,features[15],281587,1
34613,features[25],2327003,4
34614,features[8],33866,1
34615,classifier[6],31429,4
34616,features[4],33152,3
34617,features[4],60716,1
34618,features[0],1390,1
34619,classifier[6],11838,0
34620,features[25],1014126,4
34621,features[18],191443,1
34622,features[15],1092802,0
34623,features[22],393962,2
34624,features[15],336733,0
34625,features[25],475732,3
34626,features[4],40309,1
34627,features[18],2029364,3
34628,classifier[3],591486,4
34629,features[18],252620,1
34630,features[18],269574,3
34631,features[18],1265890,3
34632,classifier[3],1815788,3
34633,features[15],402287,4
34634,features[22],1012419,1
34635,classifier[6],24566,3
34636,features[8],110782,0
34637,features[15],83983,0
34638,features[0],396,0
34639,features[4],630,2
34640,classifier[3],9796861,0
34641,features[0],1472,1
34642,classifier[0],1725691,3
34643,features[4],43926,2
34644,classifier[3],13306458,4
34645,classifier[0],2093289,4
34646,features[0],953,3
34647,features[0],1280,3
34648,classifier[0],357462,0
34649,features[11],274577,2
34650,classifier[0],1498174,4
34651,features[11],534772,3
34652,classifier[6],21201,3
34653,features[22],42509,0
34654,classifier[3],13910636,4
34655,features[0],1439,0
34656,classifier[3],12159699,0
34657,features[0],1683,4
34658,features[4],34408,4
34659,features[18],1333935,3
34660,features[25],1845887,4
34661,features[15],785942,2
34662,features[11],449563,0
34663,classifier[0],894622,1
34664,features[0],383,2
34665,features[4],39973,0
34666,classifier[0],518080,3
34667,classifier[3],1490250,3
34668,features[15],781878,4
34669,features[18],1448593,3
34670,features[4],22008,3
34671,features[8],182994,3
34672,features[22],1510918,3
34673,classifier[3],2639123,2
34674,features[18],400567,2
34675,features[4],5080,0
34676,features[4],19410,3
34677,features[22],604989,1
34678,features[8],7337,2
34679,classifier[3],12375092,3
34680,classifier[3],334206,2
34681,features[15],1140420,0
34682,classifier[0],1098700,4
34683,features[8],65155,0
34684,features[22],2159824,2
34685,classifier[3],2442794,0
34686,features[22],2308514,3
34687,features[18],276639,0
34688,features[8],170079,3
34689,features[22],628822,0
34690,classifier[0],246961,3
34691,features[18],1349158,0
34692,classifier[6],169,3
34693,features[15],766508,2
34694,features[0],873,4
34695,features[8],211312,3
34696,features[4],37674,4
34697,features[15],999897,3
34698,classifier[6],22096,2
34699,features[4],42488,4
34700,features[4],59606,3
34701,features[0],332,1
34702,features[22],1817583,4
34703,classifier[3],7445789,4
34704,features[18],1234278,1
34705,features[25],469521,2
34706,features[4],31543,1
34707,features[25],357340,0
34708,classifier[6],13998,2
34709,features[0],209,4
34710,features[4],21870,3
34711,features[15],716002,2
34712,features[22],1551526,0
34713,classifier[3],13147462,2
34714,features[18],1083540,0
34715,classifier[6],33347,2
34716,features[4],43470,4
34717,features[15],1113376,3
34718,classifier[6],30610,4
34719,features[22],553001,1
34720,classifier[3],14273498,3
34721,features[18],618542,3
34722,classifier[3],7106423,3
34723,features[25],424814,3
34724,features[8],287811,0
34725,features[15],450201,2
34726,features[15],517537,1
34727,features[8],241969,1
34728,features[0],655,2
34729,classifier[6],22049,1
34730,classifier[0],670576,0
34731,features[15],599160,2
34732,features[4],63212,2
34733,features[0],1112,3
34734,classifier[0],267199,4
34735,features[18],1952993,4
34736,classifier[3],13385965,0
34737,classifier[3],12701544,4
34738,features[4],60901,1
34739,classifier[0],1059950,2
34740,features[25],2142406,4
34741,features[11],223,1
34742,features[0],1340,0
34743,features[8],185090,0
34744,features[15],803720,4
34745,features[11],367114,0
34746,features[25],1209173,3
34747,features[0],1258,0
34748,features[15],658038,2
34749,classifier[6],28824,1
34750,classifier[0],1808471,1
34751,features[15],390664,0
34752,features[0],159,3
34753,features[25],730690,3
34754,features[4],23302,1
34755,classifier[0],171815,4
34756,features[22],1622006,4
34757,classifier[6],15036,4
34758,features[22],1777063,3
34759,features[25],1726020,1
34760,features[22],1860567,0
34761,features[0],179,1
34762,features[11],520609,0
34763,features[0],142,3
34764,features[8],10150,3
34765,features[11],584022,4
34766,classifier[0],1106182,0
34767,classifier[3],10255773,2
34768,classifier[6],2425,4
34769,classifier[0],1289011,0
34770,features[11],96628,1
34771,features[25],1615320,4
34772,features[22],2241301,0
34773,classifier[3],6728993,4
34774,features[25],249063,4
34775,features[11],32891,4
34776,features[25],584739,1
34777,features[11],411155,4
34778,features[8],98338,2
34779,classifier[0],1785950,0
34780,features[15],264909,4
34781,features[4],4680,3
34782,features[22],1643028,4
34783,features[18],594686,4
34784,features[0],1217,3
34785,features[25],991585,3
34786,classifier[0],1570200,2
34787,features[8],246813,0
34788,features[22],1445205,3
34789,classifier[0],1809059,0
34790,features[4],39338,1
34791,classifier[6],4798,2
34792,features[15],486150,0
34793,features[15],388328,2
34794,features[25],486961,3
34795,classifier[6],36252,3
34796,features[0],1331,1
34797,classifier[0],393810,1
34798,classifier[3],14138078,3
34799,features[11],323614,3
34800,features[11],31902,4
34801,classifier[6],21179,1
34802,classifier[0],763708,4
34803,features[8],53341,1
34804,classifier[0],1541356,2
34805,classifier[3],7916445,3
34806,classifier[3],14852896,0
34807,features[4],3622,1
34808,features[25],596546,3
34809,classifier[3],9361225,0
34810,features[0],516,1
34811,features[11],27395,0
34812,features[0],81,3
34813,classifier[0],1847423,3
34814,classifier[0],1819740,2
34815,classifier[3],5169117,2
34816,features[0],1657,2
34817,features[0],1090,4
34818,features[22],1617871,4
34819,features[11],228666,2
34820,features[11],473883,0
34821,features[18],1780134,0
34822,features[22],376716,4
34823,features[25],1652478,1
34824,classifier[3],3328809,2
34825,features[15],311394,3
34826,features[4],64272,4
34827,features[0],1048,1
34828,classifier[3],8345988,0
34829,features[4],59699,3
34830,classifier[0],1706791,3
34831,features[4],72979,4
34832,classifier[0],385559,0
34833,features[11],100390,2
34834,features[4],1352,2
34835,features[22],286959,4
34836,features[4],44314,3
34837,features[0],693,0
34838,features[4],57570,1
34839,features[18],2244563,2
34840,features[18],380192,2
34841,classifier[3],15616068,4
34842,classifier[3],4688111,0
34843,features[0],422,0
34844,features[25],1291893,1
34845,classifier[0],1792777,3
34846,features[11],454650,0
34847,features[0],1064,4
34848,classifier[6],19402,2
34849,features[4],54550,1
34850,classifier[0],733931,1
34851,features[18],34023,0
34852,features[18],434112,0
34853,classifier[6],25287,3
34854,features[11],488999,4
34855,classifier[0],701323,3
34856,classifier[3],3787211,2
34857,features[8],283904,4
34858,features[11],524327,0
34859,classifier[6],35187,2
34860,features[18],490448,1
34861,classifier[6],29942,4
34862,features[8],58982,4
34863,features[8],70139,2
34864,classifier[3],1691850,1
34865,features[15],897419,4
34866,features[11],313502,2
34867,features[22],1621855,0
34868,classifier[3],11354202,0
34869,features[25],2336469,3
34870,features[18],2010528,4
34871,classifier[3],4875912,4
34872,classifier[3],1592896,0
34873,features[18],1772023,3
34874,features[15],938577,3
34875,features[15],283598,2
34876,features[15],636846,3
34877,features[8],92650,2
34878,features[22],2070325,1
34879,features[8],3224,1
34880,classifier[3],11814810,0
34881,features[18],728859,3
34882,classifier[0],583152,3
34883,features[0],424,0
34884,features[15],801069,0
34885,features[11],525506,0
34886,features[11],293286,1
34887,features[15],375868,3
34888,classifier[6],4006,3
34889,features[15],676155,4
34890,features[15],440478,0
34891,features[8],79934,4
34892,features[15],1084826,4
34893,features[0],916,3
34894,features[0],13,4
34895,features[22],1122693,2
34896,classifier[3],5486018,3
34897,classifier[0],55723,4
34898,features[25],2338340,2
34899,classifier[0],87089,0
34900,features[0],714,4
34901,features[8],67299,4
34902,features[18],1315211,2
34903,features[25],1385082,1
34904,features[11],61212,2
34905,features[11],32203,0
34906,features[0],808,4
34907,features[22],2183735,2
34908,features[25],1454341,2
34909,features[22],1307681,0
34910,features[0],1429,1
34911,features[18],296433,4
34912,features[0],208,3
34913,features[11],413035,1
34914,features[18],1694323,3
34915,classifier[0],493593,2
34916,features[0],334,4
34917,features[4],57677,1
34918,features[25],1411745,2
34919,classifier[6],30852,0
34920,features[25],1508267,1
34921,features[4],47716,4
34922,classifier[6],16032,3
34923,features[11],499306,3
34924,features[25],1470118,0
34925,features[8],90663,0
34926,features[8],40604,4
34927,features[8],51735,0
34928,classifier[3],5383690,2
34929,features[18],2174537,2
34930,features[18],1888708,2
34931,features[11],63295,2
34932,classifier[3],7682399,4
34933,features[22],1412174,1
34934,features[22],948300,4
34935,features[18],1657557,2
34936,features[25],1716962,2
34937,classifier[3],13834054,1
34938,classifier[3],9966211,2
34939,classifier[3],13114267,2
34940,features[15],855524,4
34941,features[22],1648650,0
34942,features[15],564320,4
34943,features[18],1016487,4
34944,features[18],809467,1
34945,classifier[0],669965,0
34946,features[4],55687,2
34947,features[22],365783,2
34948,features[25],1240575,3
34949,features[0],1608,0
34950,features[8],286478,1
34951,features[4],15136,0
34952,classifier[3],16011604,1
34953,features[25],533578,3
34954,classifier[3],2058292,0
34955,classifier[3],11427959,3
34956,features[4],3997,0
34957,features[22],641186,1
34958,features[0],1203,2
34959,features[25],309051,4
34960,features[15],52595,0
34961,features[11],279267,3
34962,classifier[3],9670043,0
34963,features[22],1263376,2
34964,features[11],472367,1
34965,classifier[6],697,4
34966,classifier[0],1459430,1
34967,features[25],1320465,0
34968,classifier[0],1047427,3
34969,features[22],2289760,1
34970,features[11],400741,0
34971,classifier[3],8155163,2
34972,features[15],944520,1
34973,classifier[6],36389,2
34974,features[11],270819,1
34975,features[22],154514,4
34976,features[25],2349955,2
34977,classifier[3],13706961,2
34978,features[0],382,0
34979,features[8],218857,4
34980,features[22],1358241,0
34981,features[4],65488,1
34982,features[0],1098,4
34983,classifier[3],3191755,2
34984,features[15],702090,3
34985,features[4],31579,1
34986,features[11],401958,3
34987,features[4],63594,1
34988,features[8],213939,4
34989,features[18],2063236,0
34990,features[0],730,4
34991,features[4],72831,2
34992,classifier[6],26551,2
34993,classifier[0],1406080,3
34994,features[0],1259,1
34995,classifier[3],2301505,4
34996,features[25],2119429,3
34997,features[4],55177,1
34998,features[8],206630,4
34999,features[4],56676,3
35000,features[8],290335,0
35001,classifier[3],14811268,2
35002,features[25],598484,2
35003,features[8],81786,2
35004,features[22],1492278,1
35005,classifier[3],8376110,4
35006,features[18],2285797,2
35007,features[18],650063,2
35008,features[25],1466495,4
35009,features[22],1077298,0
35010,features[25],100699,3
35011,features[15],129581,1
35012,features[25],1420100,2
35013,features[25],187362,0
35014,features[22],790552,0
35015,features[8],4836,4
35016,features[15],68449,2
35017,classifier[6],5624,3
35018,features[4],38969,2
35019,features[22],439371,4
35020,features[15],576806,0
35021,features[11],349040,4
35022,classifier[6],1066,3
35023,features[4],25315,1
35024,features[8],427,4
35025,classifier[6],25761,1
35026,features[11],214752,0
35027,classifier[0],1344402,4
35028,features[11],173021,2
35029,classifier[0],1298018,0
35030,features[4],23330,4
35031,classifier[3],3718674,0
35032,features[0],1174,1
35033,features[22],855355,2
35034,features[4],2643,4
35035,features[11],257905,0
35036,features[4],55778,2
35037,features[11],222162,1
35038,features[8],76821,1
35039,features[22],1239824,1
35040,features[15],903433,3
35041,features[15],977838,2
35042,features[11],32217,1
35043,features[0],182,4
35044,features[0],1467,2
35045,features[18],1298581,1
35046,features[18],160327,0
35047,features[25],1430955,4
35048,features[18],739508,3
35049,features[22],1154354,4
35050,classifier[6],4340,2
35051,features[8],102126,0
35052,features[22],1041951,0
35053,features[0],784,4
35054,classifier[6],11177,1
35055,features[18],950333,2
35056,features[25],47846,4
35057,features[11],371814,4
35058,features[4],33471,1
35059,classifier[3],14991216,0
35060,features[0],618,2
35061,features[11],306937,3
35062,features[11],271873,3
35063,features[15],1078762,0
35064,features[4],58693,1
35065,features[0],1355,3
35066,features[22],514287,0
35067,features[11],153140,1
35068,classifier[6],36805,2
35069,features[11],545565,3
35070,classifier[3],9402408,3
35071,features[15],444239,4
35072,classifier[3],14674204,3
35073,features[15],83290,0
35074,classifier[6],15456,3
35075,classifier[6],20880,4
35076,features[8],34141,3
35077,classifier[0],1730416,3
35078,classifier[6],7119,2
35079,features[0],1722,3
35080,features[18],1711984,0
35081,features[22],229540,1
35082,classifier[6],22489,0
35083,classifier[6],26398,3
35084,features[22],2091884,1
35085,classifier[3],7938908,4
35086,features[18],1979935,3
35087,classifier[0],662044,2
35088,features[15],694212,3
35089,features[8],275684,3
35090,features[22],137594,4
35091,features[25],1694633,4
35092,features[25],1426127,1
35093,classifier[0],2066261,1
35094,classifier[0],660506,2
35095,features[25],1375612,3
35096,features[15],549393,1
35097,features[0],620,0
35098,classifier[0],1931177,1
35099,features[4],7581,2
35100,features[18],363057,4
35101,features[15],1023527,4
35102,classifier[3],5769666,1
35103,features[25],1972880,0
35104,features[0],344,2
35105,classifier[0],203203,4
35106,features[4],68769,3
35107,features[0],649,2
35108,features[18],1133326,1
35109,features[15],610537,4
35110,features[11],502967,2
35111,features[8],70286,3
35112,features[0],790,2
35113,classifier[3],16717821,3
35114,classifier[0],1050230,3
35115,features[11],10470,4
35116,classifier[0],584690,3
35117,classifier[6],33193,3
35118,classifier[3],6728235,4
35119,features[15],138821,4
35120,features[15],150871,3
35121,features[18],2181808,1
35122,features[25],1519918,2
35123,features[0],1045,0
35124,features[18],1411458,0
35125,features[25],56685,3
35126,features[15],1051795,1
35127,features[18],1633023,3
35128,features[0],917,3
35129,features[4],51908,3
35130,features[4],19771,4
35131,features[25],1869225,1
35132,features[15],239128,0
35133,features[11],32588,2
35134,classifier[3],4092574,0
35135,features[22],1041825,2
35136,classifier[6],18564,3
35137,features[8],207081,1
35138,features[0],1402,1
35139,features[11],537460,2
35140,classifier[3],11065310,3
35141,features[4],70641,2
35142,features[15],111451,3
35143,classifier[0],26038,4
35144,classifier[0],1729499,0
35145,features[11],205513,2
35146,classifier[0],369479,2
35147,features[11],547409,0
35148,features[15],1072353,4
35149,features[18],1974830,0
35150,features[11],482607,1
35151,classifier[3],5206656,4
35152,classifier[3],3076054,1
35153,classifier[3],13063513,2
35154,features[25],91174,4
35155,classifier[0],329862,2
35156,features[8],117925,0
35157,features[4],67731,2
35158,features[8],85941,3
35159,classifier[0],835903,4
35160,features[22],923026,3
35161,features[8],288551,2
35162,features[4],17318,4
35163,classifier[6],10035,3
35164,classifier[3],1356446,1
35165,features[22],1317497,2
35166,classifier[6],37700,2
35167,classifier[3],2039801,1
35168,features[0],1499,2
35169,features[15],478760,0
35170,features[4],7478,4
35171,features[11],62283,2
35172,classifier[6],37627,2
35173,features[8],44765,0
35174,features[11],389881,1
35175,features[0],1717,0
35176,features[4],6205,2
35177,features[8],55202,2
35178,features[25],1270811,1
35179,features[15],672291,4
35180,features[11],385904,4
35181,features[15],1111306,2
35182,classifier[0],2002479,4
35183,features[0],1391,3
35184,features[15],1122974,1
35185,features[22],2172697,2
35186,features[4],55949,0
35187,features[0],391,2
35188,features[11],390233,0
35189,features[18],144020,4
35190,features[8],148826,2
35191,features[22],1430849,2
35192,features[18],548482,0
35193,features[0],1712,3
35194,features[0],236,4
35195,features[25],398912,0
35196,features[25],694213,2
35197,classifier[3],5361641,4
35198,features[22],738169,1
35199,classifier[0],1623044,2
35200,features[15],969953,0
35201,features[4],49670,4
35202,features[11],129789,4
35203,features[11],80938,4
35204,features[15],485051,2
35205,classifier[6],6170,3
35206,features[18],956010,3
35207,classifier[6],25823,4
35208,features[4],5235,1
35209,features[22],2104789,1
35210,features[4],20307,4
35211,classifier[3],14148980,3
35212,features[22],1918206,4
35213,classifier[0],306095,0
35214,classifier[0],205653,1
35215,classifier[0],1817887,0
35216,features[18],1997786,0
35217,features[4],6877,3
35218,features[0],1642,2
35219,features[15],609084,4
35220,features[8],33233,1
35221,features[11],63232,3
35222,features[8],152702,4
35223,features[11],318298,0
35224,classifier[0],1093516,4
35225,classifier[3],13264911,3
35226,classifier[3],2051695,0
35227,features[18],493312,2
35228,features[11],406027,2
35229,features[22],800785,1
35230,classifier[6],22140,2
35231,features[15],1061705,3
35232,classifier[6],7862,2
35233,features[11],522070,1
35234,features[8],120995,1
35235,features[0],1448,4
35236,features[11],55689,2
35237,features[8],225342,2
35238,classifier[6],9994,2
35239,classifier[0],864168,1
35240,classifier[6],22514,2
35241,classifier[6],13608,2
35242,features[11],237157,2
35243,features[11],145682,2
35244,features[4],50285,3
35245,features[0],1085,4
35246,classifier[3],12264127,0
35247,features[22],1663622,1
35248,features[15],842710,4
35249,features[25],86566,1
35250,features[22],403669,3
35251,classifier[3],9190513,2
35252,features[25],568040,1
35253,features[22],1244844,2
35254,features[15],989804,4
35255,features[15],496021,0
35256,features[15],668088,1
35257,classifier[3],9611319,4
35258,classifier[3],4234685,1
35259,classifier[0],1885655,2
35260,features[8],29114,1
35261,classifier[3],16769187,2
35262,features[11],121010,1
35263,features[0],958,1
35264,classifier[0],466115,2
35265,features[4],49711,3
35266,classifier[0],151586,1
35267,features[8],95928,1
35268,features[4],44199,1
35269,classifier[0],799855,4
35270,classifier[3],5298572,0
35271,features[15],472370,1
35272,classifier[0],965186,1
35273,classifier[0],1649237,3
35274,features[22],1490369,4
35275,features[15],18878,3
35276,classifier[6],37124,0
35277,classifier[3],15762676,2
35278,features[15],32101,0
35279,features[8],278069,4
35280,classifier[6],27889,3
35281,classifier[3],7222761,1
35282,features[18],1990577,2
35283,classifier[3],13042643,2
35284,features[8],3206,4
35285,features[11],194230,4
35286,features[0],472,0
35287,features[0],63,2
35288,classifier[0],1052707,3
35289,features[25],981224,0
35290,classifier[3],15240385,1
35291,features[4],58440,0
35292,classifier[3],3007079,4
35293,features[4],16643,4
35294,features[22],1290600,4
35295,classifier[3],291240,3
35296,features[8],192466,3
35297,features[18],1316836,3
35298,classifier[6],29,2
35299,features[0],1703,2
35300,features[18],269139,3
35301,features[8],239481,2
35302,features[8],95523,3
35303,classifier[3],16704871,2
35304,features[11],582678,0
35305,features[8],125387,2
35306,features[22],1986451,2
35307,features[15],328542,3
35308,features[15],584089,4
35309,features[18],1682214,0
35310,features[0],1444,2
35311,classifier[6],2560,2
35312,features[11],579463,3
35313,features[15],345763,1
35314,classifier[6],1896,2
35315,features[0],75,3
35316,features[8],44848,2
35317,features[18],1825460,4
35318,features[25],1299355,4
35319,features[8],122200,0
35320,classifier[3],7912159,1
35321,features[15],240149,3
35322,features[8],133627,4
35323,features[11],226532,3
35324,features[15],161,2
35325,features[15],680918,4
35326,features[15],489982,0
35327,features[4],4307,2
35328,features[22],966348,2
35329,features[18],616541,4
35330,features[0],1054,1
35331,features[15],644701,3
35332,features[18],2225689,2
35333,classifier[0],770306,2
35334,features[8],37299,3
35335,features[11],308255,2
35336,features[11],109646,0
35337,features[11],43374,2
35338,features[11],305378,3
35339,features[18],884267,2
35340,features[0],1319,3
35341,features[15],883009,4
35342,classifier[0],297600,1
35343,classifier[6],38088,1
35344,features[22],1596235,0
35345,features[0],748,0
35346,features[0],932,0
35347,features[25],1675224,4
35348,features[18],74945,0
35349,features[15],512198,1
35350,classifier[6],37013,1
35351,features[8],225252,2
35352,features[22],2157292,0
35353,features[0],635,1
35354,features[8],104595,1
35355,classifier[3],15610061,4
35356,classifier[0],1065433,0
35357,classifier[0],1859979,0
35358,features[8],110835,3
35359,classifier[6],28406,4
35360,features[15],636048,4
35361,features[8],39383,1
35362,features[18],1606047,4
35363,features[0],816,0
35364,features[25],583330,2
35365,features[25],110369,2
35366,features[0],1394,2
35367,features[15],243217,0
35368,features[22],1229858,2
35369,features[11],257839,4
35370,features[22],2293041,3
35371,features[8],276624,1
35372,classifier[3],13650496,4
35373,features[8],22062,3
35374,features[11],412746,4
35375,classifier[6],1132,4
35376,features[25],859327,2
35377,classifier[3],6166542,2
35378,features[8],268181,0
35379,classifier[0],1856098,2
35380,features[11],102216,1
35381,features[11],165949,1
35382,features[11],182574,0
35383,features[15],837223,2
35384,features[8],280820,3
35385,features[22],929692,3
35386,features[15],709448,2
35387,features[8],4330,4
35388,features[22],721596,0
35389,classifier[6],29127,3
35390,features[8],277198,1
35391,features[0],827,3
35392,features[8],13002,3
35393,features[8],94447,4
35394,features[15],672392,3
35395,features[15],702257,4
35396,features[8],103409,4
35397,features[22],390504,1
35398,features[25],2077698,4
35399,features[0],846,3
35400,features[22],978352,2
35401,features[18],1129306,1
35402,classifier[0],1421667,1
35403,features[0],689,0
35404,features[18],840859,1
35405,features[0],257,2
35406,features[25],1109630,2
35407,features[8],30974,2
35408,classifier[6],13830,1
35409,features[15],590745,4
35410,features[22],1506165,1
35411,features[4],24114,1
35412,features[22],1185266,4
35413,features[11],294456,1
35414,features[22],567738,2
35415,features[15],1037787,2
35416,features[22],167908,3
35417,features[15],833855,4
35418,features[0],699,0
35419,features[18],1133535,3
35420,features[18],97404,4
35421,features[22],1398781,4
35422,features[15],296506,1
35423,features[4],28456,1
35424,features[25],1263115,0
35425,features[8],24606,1
35426,classifier[3],11365803,1
35427,classifier[6],273,3
35428,features[11],67693,4
35429,features[4],22241,2
35430,features[25],95966,3
35431,classifier[3],6786990,0
35432,features[25],287189,0
35433,features[8],229466,2
